transcript	theta_n1	theta_n2	half_life_rep1	half_life_rep2	mean_half_life
SYAP1	0.1001	0.0996	6.5706	6.6075	6.5890
SYDE2	0.7594	0.7110	0.4865	0.5584	0.5225
SYF2	0.5873	0.5391	0.7832	0.8948	0.8390
SYK	0.1550	0.2287	4.1143	2.6696	3.3919
SYMPK	0.2445	0.2581	2.4717	2.3216	2.3966
SYNCRIP	0.2645	0.2425	2.2566	2.4956	2.3761
SYNGR2	0.1205	0.1108	5.4000	5.8997	5.6499
SYNJ1	0.7157	0.8159	0.5510	0.4096	0.4803
SYNJ2	0.4305	0.4221	1.2312	1.2641	1.2477
SYNRG	0.4983	0.5268	1.0049	0.9265	0.9657
SYT10	0.8689	0.8258	0.3412	0.3967	0.3689
SYVN1	0.4541	0.4021	1.1451	1.3475	1.2463
SZRD1	0.2622	0.3096	2.2798	1.8713	2.0755
SZT2	0.5247	0.6069	0.9320	0.7423	0.8372
TAB2	0.7666	0.7618	0.4764	0.4832	0.4798
TAB3	0.1944	0.2726	3.2066	2.1776	2.6921
TACC1	0.3926	0.4075	1.3901	1.3242	1.3572
TACC3	0.2894	0.3195	2.0286	1.8011	1.9148
TACO1	0.3554	0.4390	1.5782	1.1992	1.3887
TADA1	0.8939	0.8917	0.3089	0.3119	0.3104
TADA2B	0.7451	0.7847	0.5071	0.4513	0.4792
TADA3	0.1524	0.1872	4.1932	3.3438	3.7685
TAF1	0.4358	0.4929	1.2110	1.0208	1.1159
TAF11	0.1348	0.2728	4.7888	2.1755	3.4822
TAF12	0.2925	0.2140	2.0029	2.8784	2.4407
TAF13	0.2199	0.2551	2.7913	2.3532	2.5723
TAF15	0.1471	0.1374	4.3553	4.6907	4.5230
TAF1A	0.6768	0.7313	0.6137	0.5275	0.5706
TAF1C	0.4484	0.4929	1.1650	1.0208	1.0929
TAF1D	0.6606	0.6251	0.6414	0.7066	0.6740
TAF2	0.2165	0.2365	2.8407	2.5685	2.7046
TAF3	0.6167	0.5891	0.7229	0.7794	0.7511
TAF4	0.5460	0.5467	0.8778	0.8761	0.8769
TAF4B	0.4801	0.5197	1.0597	0.9451	1.0024
TAF5	0.5297	0.6269	0.9187	0.7031	0.8109
TAF5L	0.6250	0.6168	0.7066	0.7227	0.7147
TAF7	0.5844	0.6001	0.7894	0.7563	0.7729
TAF8	0.4639	0.4295	1.1118	1.2352	1.1735
TAGLN2	0.0760	0.0913	8.7713	7.2439	8.0076
TAL1	0.7524	0.7442	0.4965	0.5084	0.5025
TALDO1	0.0834	0.0904	7.9575	7.3117	7.6346
TAMM41	0.4410	0.3724	1.1919	1.4880	1.3400
TANC2	0.7377	0.7121	0.5180	0.5567	0.5374
TANGO2	0.4870	0.4606	1.0386	1.1230	1.0808
TANGO6	0.2668	0.2961	2.2338	1.9743	2.1041
TANK	0.7051	0.6166	0.5677	0.7230	0.6454
TAOK1	0.7130	0.7566	0.5553	0.4905	0.5229
TAOK2	0.4904	0.5101	1.0281	0.9714	0.9998
TAOK3	0.4975	0.5067	1.0072	0.9808	0.9940
TAPBP	0.0999	0.1259	6.5886	5.1507	5.8697
TARS	0.1459	0.1312	4.3937	4.9280	4.6608
TARS2	0.1875	0.2108	3.3381	2.9283	3.1332
TAX1BP1	0.1647	0.1797	3.8523	3.4985	3.6754
TBC1D10B	0.3993	0.3826	1.3599	1.4376	1.3987
TBC1D13	0.3399	0.4035	1.6688	1.3415	1.5051
TBC1D14	0.5383	0.5275	0.8969	0.9245	0.9107
TBC1D15	0.3016	0.3140	1.9307	1.8391	1.8849
TBC1D20	0.5995	0.6678	0.7575	0.6290	0.6933
TBC1D22A	0.4903	0.5109	1.0286	0.9693	0.9989
TBC1D22B	0.5274	0.6273	0.9249	0.7022	0.8135
TBC1D23	0.3719	0.4078	1.4905	1.3231	1.4068
TBC1D5	0.1667	0.1687	3.8002	3.7522	3.7762
TBC1D9B	0.2889	0.2967	2.0331	1.9690	2.0010
TBCA	0.0805	0.0948	8.2623	6.9566	7.6094
TBCCD1	0.6791	0.5987	0.6099	0.7592	0.6845
TBCD	0.2189	0.2834	2.8062	2.0801	2.4431
TBCK	0.4385	0.4931	1.2009	1.0201	1.1105
TBK1	0.7047	0.6872	0.5682	0.5964	0.5823
TBKBP1	0.5065	0.4518	0.9814	1.1530	1.0672
TBL1X	0.3289	0.3669	1.7382	1.5164	1.6273
TBL1XR1	0.3952	0.4237	1.3784	1.2578	1.3181
TBL2	0.4312	0.4178	1.2285	1.2814	1.2550
TBL3	0.2300	0.2477	2.6519	2.4359	2.5439
TBP	0.7396	0.6601	0.5152	0.6424	0.5788
TBPL1	0.7844	0.8170	0.4518	0.4082	0.4300
TBRG4	0.2990	0.3479	1.9511	1.6209	1.7860
TBX1	0.4076	0.5131	1.3237	0.9632	1.1435
TBX18	0.5707	0.6678	0.8196	0.6290	0.7243
TCAF1	0.2576	0.2747	2.3271	2.1587	2.2429
TCAIM	0.2699	0.2735	2.2036	2.1696	2.1866
TCEA1	0.1259	0.1432	5.1500	4.4863	4.8181
TCEAL8	0.3572	0.3375	1.5685	1.6837	1.6261
TCEAL9	0.3314	0.3139	1.7219	1.8402	1.7811
TCERG1	0.2576	0.2959	2.3274	1.9760	2.1517
TCF12	0.4819	0.4956	1.0540	1.0128	1.0334
TCF19	0.3396	0.3242	1.6708	1.7689	1.7198
TCF20	0.5792	0.6084	0.8008	0.7394	0.7701
TCF25	0.2528	0.2643	2.3782	2.2581	2.3182
TCF3	0.1887	0.1662	3.3142	3.8137	3.5639
TCF4	0.4569	0.4282	1.1355	1.2402	1.1879
TCHP	0.3005	0.3668	1.9398	1.5168	1.7283
TCOF1	0.1993	0.2019	3.1181	3.0735	3.0958
TCP1	0.0917	0.0946	7.2047	6.9714	7.0880
TDG	0.3346	0.3194	1.7017	1.8015	1.7516
TDP1	0.3272	0.2353	1.7487	2.5833	2.1660
TDP2	0.2595	0.2968	2.3073	1.9686	2.1379
TEAD1	0.6514	0.6653	0.6577	0.6333	0.6455
TEAD4	0.4172	0.3356	1.2837	1.6954	1.4896
TEC	0.8058	0.8507	0.4229	0.3645	0.3937
TELO2	0.3077	0.3709	1.8846	1.4957	1.6901
TERF1	0.3226	0.3185	1.7798	1.8073	1.7936
TERF2	0.5710	0.6642	0.8191	0.6352	0.7271
TERF2IP	0.6643	0.6681	0.6351	0.6285	0.6318
TET1	0.5013	0.5272	0.9962	0.9254	0.9608
TET2	0.7003	0.7339	0.5753	0.5235	0.5494
TET3	0.6968	0.7243	0.5808	0.5380	0.5594
TEX10	0.3649	0.3626	1.5266	1.5391	1.5328
TEX15	0.2075	0.1943	2.9807	3.2088	3.0947
TEX2	0.6352	0.6244	0.6873	0.7079	0.6976
TFAM	0.2788	0.2964	2.1206	1.9720	2.0463
TFAP4	0.7705	0.7503	0.4709	0.4996	0.4852
TFB2M	0.4023	0.3612	1.3468	1.5467	1.4467
TFCP2	0.3904	0.3910	1.4006	1.3978	1.3992
TFDP1	0.1353	0.1840	4.7673	3.4080	4.0877
TFDP2	0.2833	0.2663	2.0806	2.2382	2.1594
TFE3	0.2498	0.3044	2.4114	1.9094	2.1604
TFG	0.3308	0.3211	1.7255	1.7896	1.7575
TFIP11	0.6290	0.7002	0.6991	0.5753	0.6372
TFPI	0.1242	0.1571	5.2247	4.0551	4.6399
TFR2	0.2665	0.2448	2.2367	2.4684	2.3526
TFRC	0.2968	0.3214	1.9686	1.7880	1.8783
TGFB1	0.1465	0.1587	4.3760	4.0123	4.1942
TGFBR1	0.5733	0.5207	0.8139	0.9424	0.8781
TGFBR3	0.5482	0.6076	0.8725	0.7410	0.8068
TGFBRAP1	0.5914	0.6049	0.7745	0.7464	0.7604
TGIF1	0.8916	0.8986	0.3120	0.3029	0.3075
TGM2	0.2152	0.2059	2.8600	3.0059	2.9330
TGOLN2	0.4189	0.4200	1.2770	1.2726	1.2748
TGS1	0.6828	0.6871	0.6037	0.5965	0.6001
THADA	0.2302	0.1994	2.6490	3.1167	2.8829
THAP12	0.2776	0.2994	2.1313	1.9481	2.0397
THAP4	0.2941	0.3311	1.9903	1.7234	1.8569
THAP7	0.6339	0.6047	0.6897	0.7468	0.7183
THG1L	0.5156	0.3474	0.9561	1.6244	1.2903
THOC1	0.1938	0.1595	3.2185	3.9904	3.6045
THOC2	0.1666	0.1576	3.8044	4.0405	3.9225
THOC5	0.2344	0.1567	2.5951	4.0658	3.3304
THOP1	0.2659	0.2590	2.2424	2.3125	2.2774
THRA	0.4602	0.5211	1.1242	0.9414	1.0328
THRAP3	0.1734	0.1954	3.6400	3.1880	3.4140
THRB	0.6362	0.6750	0.6855	0.6168	0.6512
THUMPD1	0.6544	0.7084	0.6525	0.5624	0.6074
THUMPD2	0.6713	0.6107	0.6230	0.7348	0.6789
THUMPD3	0.4751	0.4716	1.0754	1.0867	1.0811
TIAL1	0.3166	0.2418	1.8210	2.5042	2.1626
TICRR	0.8021	0.8111	0.4279	0.4159	0.4219
TIMELESS	0.1158	0.0877	5.6312	7.5501	6.5906
TIMM10	0.2351	0.3026	2.5859	1.9231	2.2545
TIMM13	0.1757	0.1377	3.5864	4.6768	4.1316
TIMM17A	0.3333	0.3191	1.7098	1.8031	1.7565
TIMM21	0.1506	0.2188	4.2475	2.8073	3.5274
TIMM22	0.5261	0.5173	0.9281	0.9516	0.9398
TIMM23	0.1903	0.2431	3.2835	2.4881	2.8858
TIMM23B	0.6861	0.6365	0.5983	0.6849	0.6416
TIMM44	0.2183	0.2408	2.8151	2.5163	2.6657
TIMM50	0.1370	0.1575	4.7030	4.0450	4.3740
TIMM8A	0.5100	0.3643	0.9717	1.5302	1.2510
TIMM9	0.4876	0.5367	1.0368	0.9008	0.9688
TIMP1	0.1130	0.1051	5.7797	6.2418	6.0107
TIPARP	0.8065	0.9180	0.4220	0.2772	0.3496
TIPIN	0.5560	0.5088	0.8538	0.9751	0.9144
TIPRL	0.1989	0.1153	3.1257	5.6581	4.3919
TJAP1	0.6554	0.6672	0.6507	0.6300	0.6404
TJP1	0.2247	0.2784	2.7236	2.1243	2.4239
TJP2	0.2431	0.1914	2.4881	3.2623	2.8752
TK1	0.1173	0.1362	5.5577	4.7335	5.1456
TKT	0.0924	0.1167	7.1475	5.5843	6.3659
TLE3	0.6621	0.7063	0.6388	0.5657	0.6023
TLK1	0.3366	0.3858	1.6890	1.4221	1.5555
TLK2	0.6684	0.6581	0.6280	0.6459	0.6369
TLN1	0.1289	0.1473	5.0229	4.3496	4.6862
TM9SF2	0.1173	0.1602	5.5534	3.9701	4.7617
TM9SF3	0.1145	0.1287	5.6997	5.0308	5.3653
TM9SF4	0.3485	0.3498	1.6175	1.6101	1.6138
TMA16	0.4520	0.4845	1.1524	1.0459	1.0992
TMBIM1	0.2772	0.2625	2.1351	2.2761	2.2056
TMBIM6	0.1072	0.1394	6.1126	4.6159	5.3642
TMC6	0.2548	0.2858	2.3569	2.0596	2.2082
TMCO1	0.1002	0.1043	6.5625	6.2958	6.4291
TMED10	0.1009	0.1262	6.5167	5.1396	5.8281
TMED2	0.1139	0.1360	5.7298	4.7434	5.2366
TMED3	0.2674	0.2738	2.2277	2.1666	2.1971
TMED4	0.2032	0.2140	3.0516	2.8791	2.9653
TMED5	0.1673	0.2072	3.7866	2.9861	3.3863
TMED8	0.3060	0.3156	1.8976	1.8279	1.8628
TMED9	0.1740	0.1648	3.6268	3.8484	3.7376
TMEM104	0.4063	0.4116	1.3294	1.3069	1.3181
TMEM109	0.2731	0.2564	2.1734	2.3394	2.2564
TMEM123	0.1369	0.1524	4.7074	4.1932	4.4503
TMEM127	0.7597	0.7359	0.4861	0.5205	0.5033
TMEM131	0.3207	0.3232	1.7924	1.7757	1.7841
TMEM161B	0.5018	0.7025	0.9948	0.5717	0.7832
TMEM161B-AS1	0.3473	0.4365	1.6249	1.2085	1.4167
TMEM164	0.2856	0.2730	2.0609	2.1743	2.1176
TMEM165	0.2679	0.2336	2.2224	2.6055	2.4140
TMEM167A	0.2062	0.1856	3.0020	3.3768	3.1894
TMEM167B	0.6097	0.7299	0.7367	0.5295	0.6331
TMEM18	0.3371	0.4215	1.6860	1.2663	1.4761
TMEM181	0.4328	0.3550	1.2222	1.5807	1.4015
TMEM183A	0.1219	0.0959	5.3330	6.8752	6.1041
TMEM184B	0.4337	0.4588	1.2190	1.1291	1.1740
TMEM184C	0.3514	0.2270	1.6011	2.6915	2.1463
TMEM185B	0.7171	0.6767	0.5490	0.6138	0.5814
TMEM192	0.4221	0.3777	1.2642	1.4615	1.3628
TMEM2	0.6788	0.6977	0.6103	0.5793	0.5948
TMEM201	0.5687	0.5914	0.8243	0.7744	0.7993
TMEM203	0.5255	0.4281	0.9297	1.2404	1.0851
TMEM209	0.2646	0.3113	2.2558	1.8585	2.0571
TMEM214	0.2503	0.2598	2.4056	2.3037	2.3547
TMEM222	0.4607	0.4474	1.1226	1.1686	1.1456
TMEM245	0.4191	0.4937	1.2761	1.0183	1.1472
TMEM248	0.4908	0.4100	1.0269	1.3137	1.1703
TMEM259	0.2960	0.2411	1.9745	2.5122	2.2434
TMEM263	0.3051	0.4131	1.9041	1.3007	1.6024
TMEM30A	0.2767	0.3385	2.1394	1.6775	1.9085
TMEM33	0.2014	0.2256	3.0817	2.7112	2.8964
TMEM39B	0.6229	0.4627	0.7108	1.1157	0.9133
TMEM41A	0.5916	0.6179	0.7740	0.7204	0.7472
TMEM41B	0.4035	0.4068	1.3416	1.3273	1.3344
TMEM43	0.4268	0.3906	1.2456	1.3995	1.3225
TMEM57	0.6586	0.6861	0.6450	0.5982	0.6216
TMEM63A	0.3802	0.4194	1.4490	1.2749	1.3620
TMEM63B	0.2814	0.3531	2.0975	1.5911	1.8443
TMEM69	0.4423	0.3975	1.1870	1.3681	1.2775
TMEM70	0.3927	0.3262	1.3897	1.7553	1.5725
TMEM87A	0.5754	0.5708	0.8092	0.8196	0.8144
TMEM9	0.2743	0.2938	2.1623	1.9924	2.0773
TMEM97	0.3283	0.2586	1.7415	2.3164	2.0290
TMF1	0.7115	0.6360	0.5577	0.6859	0.6218
TMOD1	0.2145	0.2043	2.8706	3.0325	2.9515
TMOD3	0.2326	0.2167	2.6175	2.8378	2.7277
TMPO	0.2267	0.2515	2.6955	2.3927	2.5441
TMSB10	0.0698	0.0982	9.5737	6.7094	8.1415
TMSB4X	0.0612	0.0800	10.9738	8.3119	9.6429
TMTC3	0.5171	0.8230	0.9522	0.4002	0.6762
TMUB1	0.1674	0.1716	3.7842	3.6829	3.7336
TMX1	0.1790	0.2066	3.5154	2.9956	3.2555
TMX4	0.2071	0.1773	2.9874	3.5525	3.2699
TNFAIP2	0.5163	0.5072	0.9544	0.9796	0.9670
TNFAIP3	0.8902	0.8799	0.3137	0.3270	0.3204
TNFAIP8	0.7173	0.7066	0.5487	0.5653	0.5570
TNFRSF10A	0.6957	0.6240	0.5826	0.7086	0.6456
TNFRSF1A	0.7691	0.7766	0.4729	0.4625	0.4677
TNFRSF1B	0.2779	0.2822	2.1290	2.0904	2.1097
TNFRSF8	0.4512	0.4613	1.1552	1.1204	1.1378
TNIK	0.2112	0.1876	2.9210	3.3361	3.1285
TNIP1	0.4862	0.4874	1.0410	1.0373	1.0392
TNIP2	0.5770	0.5056	0.8056	0.9841	0.8949
TNKS	0.4871	0.4567	1.0380	1.1361	1.0871
TNKS1BP1	0.7543	0.7294	0.4938	0.5303	0.5120
TNKS2	0.7206	0.7597	0.5435	0.4862	0.5149
TNNT1	0.0605	0.0798	11.0976	8.3387	9.7181
TNPO1	0.2461	0.2078	2.4540	2.9753	2.7146
TNPO2	0.6231	0.6432	0.7104	0.6725	0.6915
TNPO3	0.1418	0.1552	4.5321	4.1100	4.3211
TNRC18	0.4256	0.4475	1.2501	1.1682	1.2091
TNRC6A	0.7533	0.7463	0.4952	0.5054	0.5003
TNRC6B	0.7860	0.7795	0.4496	0.4585	0.4541
TOB1	0.9035	0.8817	0.2964	0.3248	0.3106
TOB2	0.8941	0.9276	0.3087	0.2640	0.2864
TOE1	0.6033	0.6783	0.7496	0.6111	0.6804
TOLLIP	0.5736	0.5983	0.8132	0.7599	0.7865
TOMM20	0.1652	0.1546	3.8387	4.1272	3.9829
TOMM22	0.1053	0.1061	6.2323	6.1803	6.2063
TOMM34	0.2107	0.2360	2.9296	2.5754	2.7525
TOMM40	0.1939	0.2226	3.2153	2.7522	2.9837
TOMM70	0.3488	0.3715	1.6161	1.4924	1.5543
TONSL	0.3323	0.3511	1.7159	1.6028	1.6594
TOP1	0.1413	0.1636	4.5486	3.8808	4.2147
TOP1MT	0.1032	0.1149	6.3645	5.6766	6.0205
TOP2A	0.1535	0.1600	4.1588	3.9754	4.0671
TOP2B	0.0897	0.0892	7.3791	7.4196	7.3993
TOP3A	0.3784	0.4778	1.4576	1.0667	1.2622
TOP3B	0.5733	0.6282	0.8139	0.7005	0.7572
TOPBP1	0.2464	0.2745	2.4501	2.1596	2.3049
TOPORS	0.8752	0.8988	0.3331	0.3026	0.3178
TOR1A	0.6424	0.5949	0.6740	0.7670	0.7205
TOR1AIP1	0.5944	0.6023	0.7681	0.7518	0.7600
TOR1AIP2	0.5003	0.5084	0.9992	0.9761	0.9877
TOR1B	0.6998	0.7899	0.5761	0.4442	0.5102
TOR3A	0.3979	0.2588	1.3662	2.3147	1.8405
TOR4A	0.6846	0.7033	0.6007	0.5705	0.5856
TOX4	0.2659	0.3097	2.2423	1.8704	2.0563
TP53BP1	0.2454	0.2296	2.4615	2.6571	2.5593
TP53BP2	0.7401	0.7442	0.5143	0.5084	0.5114
TP53RK	0.7237	0.7664	0.5389	0.4767	0.5078
TP73	0.6071	0.5991	0.7420	0.7583	0.7501
TP73-AS1	0.3615	0.3223	1.5449	1.7819	1.6634
TPD52L2	0.2105	0.1680	2.9326	3.7687	3.3506
TPGS2	0.1233	0.1412	5.2679	4.5536	4.9107
TPI1	0.0790	0.0665	8.4194	10.0725	9.2459
TPM3	0.0803	0.0896	8.2788	7.3876	7.8332
TPM4	0.2049	0.2811	3.0225	2.1005	2.5615
TPP2	0.1826	0.2287	3.4377	2.6687	3.0532
TPR	0.1573	0.1909	4.0502	3.2728	3.6615
TPST2	0.3884	0.3659	1.4095	1.5215	1.4655
TPT1	0.0861	0.0676	7.7018	9.9049	8.8033
TPTEP1	0.2030	0.2050	3.0544	3.0221	3.0383
TPX2	0.2980	0.2943	1.9588	1.9889	1.9738
TRA2A	0.2757	0.2607	2.1487	2.2944	2.2215
TRA2B	0.2562	0.2712	2.3420	2.1910	2.2665
TRAF2	0.5846	0.5801	0.7890	0.7989	0.7940
TRAF3	0.3867	0.4186	1.4179	1.2781	1.3480
TRAF4	0.7502	0.7756	0.4997	0.4638	0.4818
TRAF7	0.2799	0.2201	2.1113	2.7889	2.4501
TRAFD1	0.4390	0.4884	1.1990	1.0342	1.1166
TRAK1	0.4292	0.4597	1.2364	1.1261	1.1812
TRAM1	0.0881	0.1265	7.5178	5.1266	6.3222
TRAM2	0.7822	0.6863	0.4548	0.5979	0.5263
TRAP1	0.0684	0.0956	9.7771	6.8973	8.3372
TRAPPC10	0.5791	0.6516	0.8009	0.6574	0.7292
TRAPPC12	0.4834	0.4584	1.0496	1.1303	1.0899
TRAPPC2L	0.1579	0.3127	4.0343	1.8481	2.9412
TRAPPC3	0.1840	0.2422	3.4094	2.4993	2.9544
TRAPPC8	0.3644	0.3129	1.5295	1.8473	1.6884
TRAPPC9	0.2826	0.3030	2.0868	1.9203	2.0036
TRG-AS1	0.7093	0.6674	0.5610	0.6297	0.5953
TRIAP1	0.2976	0.4539	1.9619	1.1459	1.5539
TRIB2	0.4689	0.5301	1.0954	0.9179	1.0066
TRIB3	0.5651	0.5304	0.8325	0.9171	0.8748
TRIM11	0.8938	0.8733	0.3091	0.3355	0.3223
TRIM13	0.8617	0.7866	0.3503	0.4488	0.3996
TRIM14	0.1381	0.1585	4.6654	4.0175	4.3415
TRIM24	0.5499	0.5372	0.8684	0.8998	0.8841
TRIM25	0.2364	0.2585	2.5696	2.3173	2.4434
TRIM27	0.6996	0.7087	0.5763	0.5619	0.5691
TRIM28	0.1478	0.1632	4.3340	3.8900	4.1120
TRIM33	0.6096	0.5870	0.7369	0.7838	0.7604
TRIM35	0.8446	0.8307	0.3724	0.3902	0.3813
TRIM37	0.4246	0.3975	1.2541	1.3682	1.3112
TRIM38	0.6783	0.7883	0.6112	0.4464	0.5288
TRIM4	0.7797	0.7151	0.4582	0.5521	0.5051
TRIM41	0.2323	0.2112	2.6215	2.9213	2.7714
TRIM44	0.1197	0.1179	5.4379	5.5256	5.4817
TRIM58	0.2683	0.3433	2.2191	1.6484	1.9338
TRIM65	0.4717	0.5305	1.0863	0.9168	1.0016
TRIM8	0.6273	0.6429	0.7023	0.6731	0.6877
TRIP10	0.6730	0.6243	0.6201	0.7080	0.6640
TRIP11	0.6323	0.6547	0.6928	0.6518	0.6723
TRIP12	0.1539	0.1494	4.1468	4.2846	4.2157
TRIP13	0.2495	0.2570	2.4153	2.3331	2.3742
TRIP4	0.3323	0.3642	1.7164	1.5306	1.6235
TRIP6	0.1982	0.2202	3.1384	2.7874	2.9629
TRIT1	0.2684	0.3652	2.2180	1.5251	1.8715
TRMO	0.7605	0.7818	0.4850	0.4553	0.4701
TRMT1	0.2110	0.2004	2.9252	3.1000	3.0126
TRMT10C	0.7340	0.7740	0.5235	0.4661	0.4948
TRMT11	0.4410	0.5608	1.1917	0.8423	1.0170
TRMT12	0.7627	0.8136	0.4819	0.4127	0.4473
TRMT2A	0.3611	0.3488	1.5474	1.6160	1.5817
TRMT5	0.7294	0.7514	0.5302	0.4980	0.5141
TRMT6	0.3446	0.4040	1.6406	1.3392	1.4899
TRMU	0.4653	0.4796	1.1071	1.0611	1.0841
TRNT1	0.5319	0.5553	0.9130	0.8554	0.8842
TROAP	0.5648	0.6721	0.8331	0.6217	0.7274
TROVE2	0.3360	0.3182	1.6925	1.8100	1.7513
TRPC4AP	0.2423	0.3242	2.4987	1.7687	2.1337
TRPM7	0.2668	0.3041	2.2338	1.9116	2.0727
TRPS1	0.6776	0.8142	0.6123	0.4118	0.5120
TRRAP	0.3370	0.3487	1.6865	1.6166	1.6516
TRUB1	0.8420	0.8471	0.3756	0.3690	0.3723
TRUB2	0.2529	0.2465	2.3778	2.4494	2.4136
TSC1	0.6804	0.7368	0.6076	0.5193	0.5634
TSC2	0.2208	0.1578	2.7779	4.0349	3.4064
TSC22D2	0.8597	0.8474	0.3530	0.3688	0.3609
TSC22D4	0.3429	0.3772	1.6506	1.4639	1.5572
TSEN2	0.5589	0.5583	0.8468	0.8482	0.8475
TSHZ1	0.8054	0.7060	0.4234	0.5662	0.4948
TSN	0.1494	0.1545	4.2830	4.1313	4.2071
TSPAN14	0.3329	0.3685	1.7124	1.5078	1.6101
TSPAN17	0.1694	0.1527	3.7353	4.1825	3.9589
TSPAN3	0.2361	0.2143	2.5742	2.8732	2.7237
TSPYL1	0.6107	0.5514	0.7348	0.8648	0.7998
TSPYL4	0.6706	0.5996	0.6242	0.7574	0.6908
TSR1	0.2490	0.2813	2.4201	2.0982	2.2592
TSR2	0.1965	0.1600	3.1688	3.9763	3.5726
TSSC2	0.3860	0.4187	1.4209	1.2778	1.3494
TSTD2	0.5297	0.5641	0.9190	0.8348	0.8769
TTBK2	0.6522	0.6445	0.6563	0.6701	0.6632
TTC1	0.1080	0.1014	6.0640	6.4844	6.2742
TTC14	0.4465	0.4822	1.1718	1.0531	1.1124
TTC17	0.4645	0.4479	1.1100	1.1669	1.1385
TTC21B	0.4703	0.3918	1.0909	1.3939	1.2424
TTC27	0.1799	0.1540	3.4955	4.1450	3.8203
TTC3	0.1454	0.1559	4.4109	4.0889	4.2499
TTC37	0.0699	0.1392	9.5650	4.6257	7.0953
TTC7A	0.4951	0.4625	1.0143	1.1164	1.0653
TTC7B	0.2327	0.2989	2.6165	1.9523	2.2844
TTC9C	0.7851	0.7377	0.4508	0.5179	0.4843
TTF1	0.7254	0.6877	0.5363	0.5956	0.5659
TTF2	0.3504	0.3943	1.6065	1.3825	1.4945
TTI1	0.5876	0.5811	0.7825	0.7966	0.7896
TTI2	0.5817	0.6805	0.7953	0.6076	0.7015
TTK	0.4122	0.4042	1.3043	1.3387	1.3215
TTL	0.2442	0.2723	2.4761	2.1808	2.3284
TTLL12	0.1507	0.1645	4.2444	3.8575	4.0510
TTLL4	0.3527	0.3737	1.5938	1.4814	1.5376
TTN-AS1	0.5113	0.5932	0.9680	0.7707	0.8694
TUBA1B	0.1095	0.1355	5.9743	4.7591	5.3667
TUBA1C	0.2003	0.2337	3.1009	2.6036	2.8522
TUBB	0.1809	0.1972	3.4744	3.1556	3.3150
TUBB4B	0.3271	0.3387	1.7497	1.6762	1.7130
TUBB6	0.1656	0.2357	3.8284	2.5789	3.2037
TUBG1	0.1731	0.2244	3.6471	2.7272	3.1872
TUBGCP2	0.1298	0.1642	4.9871	3.8643	4.4257
TUBGCP3	0.5154	0.5808	0.9568	0.7973	0.8771
TUBGCP4	0.1869	0.2307	3.3493	2.6428	2.9960
TUFM	0.0725	0.0744	9.2088	8.9655	9.0872
TUG1	0.2080	0.2543	2.9717	2.3624	2.6671
TULP4	0.7234	0.6822	0.5393	0.6046	0.5720
TUSC3	0.2258	0.2180	2.7081	2.8189	2.7635
TWF1	0.8209	0.8501	0.4030	0.3653	0.3842
TWISTNB	0.5382	0.6041	0.8971	0.7481	0.8226
TWNK	0.8010	0.7833	0.4293	0.4532	0.4413
TWSG1	0.1805	0.2747	3.4820	2.1585	2.8202
TXLNA	0.7976	0.7520	0.4339	0.4971	0.4655
TXLNG	0.7118	0.7539	0.5571	0.4945	0.5258
TXNDC11	0.6321	0.6351	0.6931	0.6875	0.6903
TXNDC9	0.5369	0.3542	0.9004	1.5854	1.2429
TXNIP	0.9319	0.8881	0.2580	0.3165	0.2872
TXNL1	0.1150	0.1257	5.6720	5.1601	5.4160
TXNL4A	0.1881	0.1856	3.3271	3.3769	3.3520
TXNL4B	0.4357	0.3908	1.2115	1.3986	1.3050
TXNRD1	0.2946	0.3529	1.9858	1.5928	1.7893
TXNRD2	0.3803	0.3892	1.4486	1.4060	1.4273
TYK2	0.2486	0.2381	2.4246	2.5487	2.4867
TYMS	0.0892	0.1037	7.4146	6.3342	6.8744
TYRO3	0.3343	0.3437	1.7033	1.6459	1.6746
TYW1	0.5773	0.5082	0.8049	0.9768	0.8909
TYW1B	0.6105	0.5625	0.7351	0.8384	0.7867
TYW3	0.2188	0.2677	2.8069	2.2247	2.5158
U1	0.2420	0.2340	2.5019	2.6002	2.5510
U2AF1	0.4660	0.5417	1.1047	0.8884	0.9966
U2AF2	0.1749	0.2188	3.6045	2.8071	3.2058
U2SURP	0.2044	0.2226	3.0321	2.7531	2.8926
UAP1	0.1552	0.1443	4.1089	4.4493	4.2791
UBA1	0.0957	0.1140	6.8919	5.7291	6.3105
UBA2	0.0871	0.1153	7.6019	5.6591	6.6305
UBA52	0.1026	0.1022	6.4029	6.4297	6.4163
UBA6	0.1497	0.1852	4.2741	3.3833	3.8287
UBA6-AS1	0.3921	0.4193	1.3925	1.2753	1.3339
UBAC1	0.1773	0.1627	3.5526	3.9047	3.7286
UBAC2	0.3242	0.4134	1.7688	1.2993	1.5341
UBALD2	0.5266	0.5516	0.9269	0.8641	0.8955
UBAP1	0.7390	0.7335	0.5161	0.5242	0.5201
UBAP2	0.2405	0.2150	2.5198	2.8637	2.6917
UBAP2L	0.1642	0.1851	3.8644	3.3856	3.6250
UBB	0.0705	0.0915	9.4828	7.2247	8.3538
UBC	0.4956	0.4971	1.0129	1.0083	1.0106
UBE2D2	0.2879	0.2109	2.0413	2.9261	2.4837
UBE2D3	0.2018	0.2008	3.0759	3.0923	3.0841
